"","GSM2779536","GSM2779537","GSM2779538","GSM2779539","GSM2779540","GSM2779541","GSM2779542","GSM2779543","GSM2779544","GSM2779545","GSM2779546","GSM2779547","GSM2779548","GSM2779549","GSM2779550","GSM2779551","GSM2779552","GSM2779553","GSM2779554","GSM2779555","GSM2779556","GSM2779557","GSM2779558","GSM2779559","GSM2779560","GSM2779561","GSM2779562","GSM2779563","GSM2779564","GSM2779565","GSM2779566","GSM2779567"
"hsa-miR-1273g-3p",10.51,10.7939,9.9321,10.3981,10.0377,10.1414,10.4351,11.7817,9.5738,11.4122,8.8757,9.6237,9.5946,6.9002,9.2758,7.4678,10.1941,10.5535,9.6604,8.6482,8.7095,9.8968,9.2084,9.7106,8.4228,9.223,8.2925,8.7477,8.6898,8.1057,9.4872,7.3298
"hsa-miR-1275",8.3696,9.2544,9.6274,11.8901,9.92,8.3897,9.0181,8.9817,9.4035,11.8567,9.708,5.8093,6.3261,5.0448,8.9883,8.3911,8.3679,8.8782,9.8825,4.5035,3.8422,9.2835,2.758,4.1663,2.872,3.8777,4.7446,3.7624,3.5914,4.2889,5.8049,3.5309
"hsa-miR-128",-3.3219,-3.3219,4.2363,-3.3219,-3.3219,2.7398,3.8048,3.8465,-3.3219,-3.3219,2.5764,-3.3219,3.1938,1.5432,3.3324,-3.3219,-3.3219,-3.3219,-3.3219,2.3789,-3.3219,-3.3219,3.2027,1.9379,1.6388,1.4564,2.5992,-3.3219,3.201,3.4313,-3.3219,1.6674
"hsa-miR-1281",3.3674,3.9331,3.1427,4.6051,3.8029,3.5644,3.1718,3.6062,3.7507,3.4355,3.1101,2.7352,3.2624,2.5525,3.125,2.7327,1.6554,3.1136,2.2135,1.7066,1.7422,2.0974,1.4921,2.4238,1.5256,2.7043,2.4489,2.5671,-3.3219,2.6057,2.8196,1.3597
"hsa-miR-1285-3p",-3.3219,-3.3219,-3.3219,2.6786,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1285-5p",-3.3219,-3.3219,-3.3219,5.0328,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1287",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8937,4.3707,3.3328,-3.3219,-3.3219,-3.3219,-3.3219,3.393,3.2994,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1288",-3.3219,-3.3219,3.5343,4.1261,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.924,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.0012,3.4185,4.2564,-3.3219,-3.3219,3.8853,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-129-2-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9822,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.5288,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-129-5p",-3.3219,-3.3219,-3.3219,2.1585,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1290",7.059,8.0991,10.8148,12.4746,7.2672,5.3032,6.5321,6.0483,6.7104,6.9623,8.0964,7.5732,6.5374,9.1224,6.9979,7.9325,2.7382,2.6129,3.2349,2.0217,2.2055,2.87,-3.3219,2.9791,1.5277,2.3693,-3.3219,2.0489,-3.3219,2.0708,2.4019,1.649
"hsa-miR-1291",-3.3219,-3.3219,4.4965,1.8443,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.9101,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1206,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1292-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.3011,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1295a",-3.3219,-3.3219,1.9752,1.8903,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1299",1.7383,3.8427,4.3957,5.608,1.7564,-3.3219,3.5173,3.4836,3.7968,3.7857,3.1089,-3.3219,-3.3219,4.4753,-3.3219,3.8809,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1301",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8292,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6277,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1303",-3.3219,-3.3219,-3.3219,1.9031,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1304-3p",3.0547,2.0101,3.0747,4.4864,3.5543,-3.3219,2.7105,2.8988,3.2056,3.2683,2.8121,-3.3219,-3.3219,-3.3219,2.8562,1.7907,2.8615,3.3787,3.4472,2.7723,2.89,3.2797,2.7901,2.8008,2.9295,2.9953,2.805,2.8649,-3.3219,2.9514,3.0389,2.7305
"hsa-miR-1305",1.716,3.9674,5.5139,6.2166,3.7878,3.5765,2.8187,4.2374,3.1534,4.7652,3.9847,-3.3219,-3.3219,-3.3219,3.2141,2.9428,4.7825,4.9859,5.839,2.8125,-3.3219,5.5302,2.4414,2.6083,-3.3219,1.5164,2.7063,1.3721,-3.3219,2.526,3.4914,-3.3219
"hsa-miR-1306-3p",3.2136,4.6037,3.3976,4.2324,-3.3219,4.6228,-3.3219,3.6099,4.7666,3.962,3.2837,3.2027,-3.3219,-3.3219,3.7324,3.9528,1.6417,2.7432,4.302,-3.3219,-3.3219,3.1237,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1307-3p",-3.3219,-3.3219,-3.3219,5.3451,-3.3219,-3.3219,-3.3219,2.4929,-3.3219,2.2941,-3.3219,-3.3219,-3.3219,-3.3219,2.9094,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6248,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1307-5p",-3.3219,-3.3219,1.7912,3.8229,-3.3219,-3.3219,-3.3219,1.7381,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-130a-3p",5.2045,5.5685,8.1354,5.796,-3.3219,8.0101,7.1065,8.5619,-3.3219,-3.3219,7.3034,6.7558,9.1664,6.8636,8.2703,4.0587,3.9573,4.2965,3.0273,8.2208,4.0587,3.6149,6.5925,7.4146,-3.3219,-3.3219,6.6993,6.4083,8.8371,7.7065,6.3099,7.0624
"hsa-miR-130b-3p",3.6178,3.4734,6.277,-3.3219,2.7981,6.2527,4.2617,6.83,3.831,4.1014,4.5222,3.3635,4.7505,3.6087,5.1305,-3.3219,3.5073,3.446,3.2411,4.6125,4.2329,4.0621,3.4194,5.981,4.1564,4.2075,4.2332,3.384,4.5448,4.6265,3.8847,4.8724
"hsa-miR-132-3p",1.9622,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9106,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6264,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.8911
"hsa-miR-1321",-3.3219,-3.3219,-3.3219,1.829,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1323",-3.3219,-3.3219,-3.3219,3.2385,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.8256,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.6664,-3.3219,-3.3219,-3.3219
"hsa-miR-133a",-3.3219,-3.3219,-3.3219,4.2005,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-133b",-3.3219,-3.3219,-3.3219,3.7329,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-134",4.4746,5.4903,6.5889,10.908,7.6496,5.4186,5.7948,6.1348,4.8698,6.2468,5.069,3.6314,5.1102,3.7824,4.9795,5.6903,3.6206,4.7482,5.3612,-3.3219,-3.3219,4.4171,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-135a-3p",5.477,6.6392,6.9367,10.4497,8.2225,3.257,3.4927,5.7738,7.1773,9.6283,6.112,2.0386,-3.3219,2.8745,5.7481,6.2159,7.7255,8.3886,8.8195,2.1205,-3.3219,8.2522,-3.3219,3.0138,-3.3219,0.6023,2.7912,0.5282,0.797,2.4078,5.052,-3.3219
"hsa-miR-135a-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.8171,-3.3219,-3.3219,1.5584,-3.3219,-3.3219
"hsa-miR-135b-5p",-3.3219,-3.3219,5.9952,-3.3219,-3.3219,1.9613,4.3804,-3.3219,4.9296,4.2006,5.1459,3.4234,3.9143,4.8733,6.1134,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.1012,-3.3219,4.94,4.0838,5.3218,4.2954,3.8766,6.8848,4.3975,-3.3219
"hsa-miR-136-5p",-3.3219,3.2113,-3.3219,-3.3219,-3.3219,3.3237,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-137",-3.3219,2.1441,-3.3219,3.5848,-3.3219,-3.3219,3.2496,-3.3219,3.4418,-3.3219,1.7957,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.9991,-3.3219,-3.3219,3.1102,-3.3219,4.3174,-3.3219,2.6774,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-138-2-3p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.0776,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-138-5p",-3.3219,-3.3219,4.3121,-3.3219,3.6066,-3.3219,2.0546,-3.3219,-3.3219,-3.3219,3.7296,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.2331,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4251,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-139-3p",-3.3219,-3.3219,2.9972,1.881,2.6124,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-140-3p",3.3503,2.7406,5.6668,-3.3219,-3.3219,2.0748,4.8871,4.5531,-3.3219,-3.3219,2.339,-3.3219,2.2367,2.6773,-3.3219,-3.3219,2.0043,1.844,-3.3219,1.5423,1.8846,-3.3219,3.3141,2.6257,-3.3219,-3.3219,1.6637,-3.3219,-3.3219,3.5089,-3.3219,1.4797
"hsa-miR-140-5p",-3.3219,-3.3219,5.0909,-3.3219,-3.3219,-3.3219,3.7635,3.4451,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.3035,2.8924,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6953,-3.3219,-3.3219
"hsa-miR-141-3p",-3.3219,-3.3219,3.9796,-3.3219,-3.3219,8.7175,-3.3219,4.7759,-3.3219,7.0587,-3.3219,8.6222,9.6261,-3.3219,9.0622,-3.3219,-3.3219,-3.3219,3.3916,-3.3219,-3.3219,8.0166,-3.3219,3.9537,-3.3219,7.5673,-3.3219,8.5751,8.9714,-3.3219,7.905,-3.3219
"hsa-miR-142-3p",-3.3219,-3.3219,-3.3219,-3.3219,3.5969,2.5354,4.1813,2.4084,-3.3219,-3.3219,-3.3219,-3.3219,2.2215,3.1726,1.7477,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.4002,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-143-3p",3.4176,3.5221,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6061,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.2975,-3.3219,-3.3219
"hsa-miR-144-3p",-3.3219,-3.3219,3.1829,-3.3219,-3.3219,4.3248,5.3746,4.1784,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4113,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-145-5p",7.1133,7.0151,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.5608,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.9761,-3.3219,-3.3219,4.8722,5.5617,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.7677,-3.3219,-3.3219
"hsa-miR-1469",-3.3219,-3.3219,3.2522,6.1075,5.5468,-3.3219,-3.3219,-3.3219,3.3466,4.2796,2.5663,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.5473,2.9315,3.7256,-3.3219,-3.3219,3.0696,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-146a-5p",3.4396,-3.3219,6.8672,-3.3219,-3.3219,-3.3219,-3.3219,7.5749,-3.3219,2.6144,2.0666,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.1454,-3.3219,2.0853,-3.3219,-3.3219,5.3971,-3.3219,1.4582,1.8128,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-146b-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.3173,2.4571,2.3872,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.348,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.4593,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.7483,-3.3219,-3.3219
"hsa-miR-1470",-3.3219,-3.3219,-3.3219,3.5776,-3.3219,-3.3219,2.0961,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1471",4.2975,4.9195,5.8496,8.9682,8.614,1.9594,-3.3219,4.8108,6.3857,7.4128,5.5842,-3.3219,-3.3219,-3.3219,3.8256,4.3754,5.9334,6.833,7.2787,-3.3219,-3.3219,6.7918,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.9871,-3.3219
"hsa-miR-148a-3p",-3.3219,-3.3219,3.2922,-3.3219,-3.3219,4.7442,2.9491,6.9387,-3.3219,-3.3219,4.2805,1.9108,5.4359,3.3428,3.703,-3.3219,-3.3219,-3.3219,-3.3219,3.6147,-3.3219,-3.3219,1.4019,5.943,3.1785,-3.3219,3.7732,3.4612,5.4948,4.6277,-3.3219,1.3524
"hsa-miR-148b-3p",-3.3219,-3.3219,3.9551,-3.3219,-3.3219,2.0679,3.0116,4.6177,-3.3219,-3.3219,2.4352,-3.3219,3.0756,1.4241,3.854,-3.3219,-3.3219,-3.3219,-3.3219,2.7142,1.9627,-3.3219,2.3435,3.9355,2.542,-3.3219,1.879,1.5503,3.2628,2.4528,1.8763,2.0222
"hsa-miR-149-3p",-3.3219,2.5563,3.9987,6.1101,3.5985,-3.3219,-3.3219,1.1488,3.5027,4.9672,2.6919,-3.3219,-3.3219,-3.3219,-3.3219,4.0211,-3.3219,-3.3219,2.5703,-3.3219,-3.3219,0.9853,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-149-5p",2.4008,3.1984,3.8602,3.5447,1.8648,2.5074,3.8392,2.9515,2.0269,2.7872,1.8272,-3.3219,4.8735,3.0699,4.3905,1.5247,-3.3219,1.7455,-3.3219,2.6925,-3.3219,-3.3219,3.1259,1.5771,2.0259,2.3546,1.5327,-3.3219,3.7321,3.3353,3.1071,2.8032
"hsa-miR-150-3p",7.5048,9.0075,9.2301,11.6572,7.5005,6.6157,6.0785,8.0911,8.8267,9.8712,7.2252,7.2038,5.4457,5.4072,6.7308,6.3257,4.213,5.7953,6.4061,-3.3219,-3.3219,5.1937,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.3248,-3.3219
"hsa-miR-150-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.72,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.2314,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-151a-3p",3.2172,2.0651,5.3094,-3.3219,-3.3219,3.7909,5.0443,5.1021,3.3871,1.9726,4.5901,3.2441,5.3444,3.6546,4.8627,-3.3219,2.259,2.1789,3.8686,3.3734,3.8086,2.0738,3.9198,3.7617,3.6948,2.9711,4.3528,2.896,4.5038,4.9135,3.5071,2.0717
"hsa-miR-151a-5p",4.3971,4.0966,7.0124,1.7395,3.9868,5.2999,6.454,5.9264,5.0357,3.9878,6.3075,4.6129,6.2655,4.611,5.9024,-3.3219,-3.3219,-3.3219,-3.3219,4.6556,4.8875,-3.3219,5.5239,4.6989,5.0058,4.3141,5.8033,4.5798,5.4173,5.9924,4.0902,4.4809
"hsa-miR-151b",3.2329,2.9169,6.429,-3.3219,3.3024,3.9479,5.1995,4.5697,3.4083,2.3836,5.1547,3.4676,4.8613,3.4442,4.9958,-3.3219,-3.3219,-3.3219,-3.3219,2.8422,3.2566,-3.3219,3.9073,3.1513,3.3028,2.7748,4.3388,3.0373,3.8788,4.6489,2.6478,2.678
"hsa-miR-152",-3.3219,-3.3219,2.8441,-3.3219,-3.3219,2.7824,-3.3219,-3.3219,-3.3219,-3.3219,2.3346,2.2754,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6804,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9466,3.0368,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1539",-3.3219,-3.3219,-3.3219,4.0016,1.9782,-3.3219,3.1949,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.7518,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.3478,-3.3219
"hsa-miR-155-5p",5.1038,4.933,6.0418,6.2719,5.5291,3.6255,3.4276,1.8986,4.0717,4.8931,5.8253,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.3511,3.4956,3.8792,-3.3219,6.0069,1.7989,1.5893,-3.3219,-3.3219,-3.3219,5.6678,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-1587",6.3192,6.6256,7.3735,11.9675,10.067,5.1883,4.8734,5.841,7.572,7.8145,8.4381,3.3612,3.9763,4.1064,7.2932,7.7199,5.7954,6.8692,7.5358,3.2624,3.305,7.1881,2.554,2.9514,3.2374,3.3018,3.2519,3.4672,3.1149,3.3797,4.1,3.0526
"hsa-miR-15a-5p",3.4069,4.2905,7.1292,1.7443,2.0134,5.4648,6.6208,6.1068,3.4827,4.0993,4.8267,4.9066,5.9285,4.4128,4.568,-3.3219,-3.3219,-3.3219,-3.3219,4.4856,3.9602,-3.3219,5.7384,5.4968,4.1869,4.3809,4.3116,5.0248,5.9394,5.164,2.7536,3.6256
"hsa-miR-15b-5p",5.2992,5.5436,8.4262,3.5012,5.0499,7.3201,7.9004,7.4646,5.7814,6.0405,6.6496,5.3317,7.6513,5.4707,8.1819,2.0098,1.6181,2.9401,-3.3219,6.4634,7.0472,-3.3219,7.8884,7.2391,6.7609,6.1878,6.44,6.0678,7.7196,6.8983,6.0508,6.0497
"hsa-miR-16-2-3p",-3.3219,-3.3219,2.275,-3.3219,-3.3219,1.6417,1.8692,0.6775,-3.3219,-3.3219,-3.3219,-3.3219,1.3289,-3.3219,1.2396,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,0.4118,-3.3219,1.2987,-3.3219,-3.3219,0.389,0.7144,-3.3219,0.7158,0.438,-3.3219,-3.3219
"hsa-miR-16-5p",6.8959,7.3948,9.9444,4.9321,5.995,8.5915,9.1122,8.8267,6.9841,7.3496,8.1528,7.4686,8.9568,6.8625,8.9772,3.9989,3.6443,4.0805,3.5889,7.3962,7.5363,1.9628,8.7972,8.1768,7.2611,7.4109,7.5022,7.4652,8.8756,7.8398,6.4771,6.5644
"hsa-miR-17-3p",-3.3219,-3.3219,3.0762,-3.3219,-3.3219,1.9881,3.1951,4.488,-3.3219,1.7748,1.7837,1.8122,2.8681,-3.3219,2.756,-3.3219,-3.3219,-3.3219,-3.3219,4.4632,3.7106,-3.3219,2.6772,4.0053,1.532,3.6289,3.6097,3.523,2.882,3.4748,2.3541,-3.3219
"hsa-miR-17-5p",4.7955,5.0108,8.289,5.6738,5.7673,7.0683,7.4452,9.4156,5.9203,6.5281,6.3613,7.23,8.0871,6.0367,8.0909,1.4118,-3.3219,-3.3219,1.3092,8.5401,7.5842,-3.3219,6.9115,8.4658,6.3028,6.8284,6.7078,7.2466,7.3925,7.3761,6.2495,5.8344
"hsa-miR-181a-2-3p",2.6466,-3.3219,0.6872,-3.3219,-3.3219,-3.3219,3.7302,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.2155,-3.3219,1.8379,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.8099,-3.3219,-3.3219,-3.3219,0.819,-3.3219,1.9195,0.3478,-3.3219,-3.3219
"hsa-miR-181a-3p",2.0484,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.5341,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.7368,-3.3219,-3.3219,2.5695,-3.3219,-3.3219,2.6656,-3.3219,-3.3219
"hsa-miR-181a-5p",5.9138,5.7624,7.2638,5.6257,4.1681,5.5908,7.6044,7.8006,-3.3219,5.6786,7.0033,-3.3219,7.3688,5.5291,6.3562,-3.3219,5.22,5.6039,5.015,-3.3219,4.5555,3.7805,6.28,6.2173,-3.3219,5.6377,6.6168,-3.3219,6.9043,6.6335,4.937,-3.3219
