"","GSM3359735","GSM3359736","GSM3359737","GSM3359738","GSM3359739","GSM3359740","GSM3359741","GSM3359742","GSM3359743","GSM3359744","GSM3359745","GSM3359746","GSM3359747","GSM3359748","GSM3359749","GSM3359750","GSM3359751","GSM3359752","GSM3359753","GSM3359754","GSM3359755","GSM3359756","GSM3359757","GSM3359758","GSM3359759","GSM3359760","GSM3359761","GSM3359762","GSM3359763","GSM3359764","GSM3359765","GSM3359766","GSM3359767","GSM3359768","GSM3359769","GSM3359770","GSM3359771","GSM3359772","GSM3359773","GSM3359774","GSM3359775","GSM3359776","GSM3359777","GSM3359778","GSM3359779","GSM3359780","GSM3359781","GSM3359782","GSM3359783","GSM3359784","GSM3359785","GSM3359786","GSM3359787","GSM3359788","GSM3359789","GSM3359790","GSM3359791","GSM3359792","GSM3359793","GSM3359794","GSM3359795","GSM3359796","GSM3359797","GSM3359798","GSM3359799","GSM3359800","GSM3359801","GSM3359802","GSM3359803","GSM3359804","GSM3359805","GSM3359806","GSM3359807","GSM3359808","GSM3359809","GSM3359810","GSM3359811","GSM3359812","GSM3359813","GSM3359814","GSM3359815","GSM3359816","GSM3359817","GSM3359818","GSM3359819","GSM3359820","GSM3359821","GSM3359822","GSM3359823","GSM3359824","GSM3359825","GSM3359826","GSM3359827","GSM3359828","GSM3359829","GSM3359830","GSM3359831","GSM3359832","GSM3359833","GSM3359834","GSM3359835","GSM3359836","GSM3359837","GSM3359838","GSM3359839","GSM3359840","GSM3359841","GSM3359842","GSM3359843","GSM3359844","GSM3359845","GSM3359846","GSM3359847","GSM3359848","GSM3359849","GSM3359850","GSM3359851","GSM3359852","GSM3359853","GSM3359854","GSM3359855","GSM3359856","GSM3359857","GSM3359858","GSM3359859","GSM3359860","GSM3359861","GSM3359862","GSM3359863","GSM3359864","GSM3359865","GSM3359866","GSM3359867","GSM3359868","GSM3359869","GSM3359870","GSM3359871","GSM3359872","GSM3359873"
"hsa-miR-25-3p",3.223940247,1,1,2.017628708,4.111581235,1,1,1,1,3.247029371,3.250143486,4.158736253,1,1,1,1,1,4.324337282,1,1,1,2.138841495,1,1,3.679860527,5.2501855,5.434394236,2.009359774,3.031889391,5.197949806,5.279646719,1,6.34978145,1,3.918192892,5.068710926,2.437895834,4.277796441,2.254781875,6.426315525,4.544236837,4.048744681,5.878509522,2.916014207,2.535277368,4.394666975,1,6.537449156,1,3.023197087,4.348878777,3.59378048,1,2.996568439,1,4.619439364,2.826468592,4.048799018,2.43752383,4.744730148,3.954826413,5.53120217,7.900035404,4.810512263,4.436301073,3.018918508,4.691662507,2.701534826,1.954437112,1,4.818800731,4.907767384,3.058810068,5.727880458,4.645316977,5.481354052,7.029654461,3.553002038,4.930397626,4.841421909,6.158603529,5.229942375,4.738641321,6.23051885,4.36325022,4.496022301,2.998159992,5.003725776,1,4.594712306,2.839117064,4.67514805,5.925481217,0,3.680386306,5.216479505,5.429488682,3.606414254,3.532581762,4.360492947,4.14458127,3.185261966,5.061604439,2.949075314,3.520935095,5.575253962,3.526080667,0,5.595848449,4.455819938,3.125094556,1,1.748732428,4.34373508,3.83245228,2.672176423,5.522460576,6.065606657,3.653179358,4.768628527,3.231294512,5.66856246,2.912264264,7.748671386,4.270071705,2.305400965,4.002307188,5.167755655,3.68697483,4.77500693,6.288914608,5.483445959,2.653818208,4.886122762,4.032679025,3.378161612,4.600045118,4.277850846,4.262190897
"hsa-miR-26a-5p",3.46388178,1,1,1,1,1,1,1,1,3.746274889,1,1,1,1,1,1,1,3.317802924,1,1,1,2.470485195,1,1,1,5.452101977,1,2.855204204,1,3.584499401,5.026119885,1,6.042322693,1,4.219462361,3.945200358,2.361395194,4.974256854,3.116989867,6.934246354,3.789136195,4.132215479,5.313932728,2.289174431,3.162609333,4.625918456,3.30282789,4.985733089,4.270105578,4.727525955,2.361839744,3.338673638,3.998779926,5.249036899,4.421509072,4.841671067,1,3.294515401,3.577796016,5.337277112,4.325601361,4.580279836,6.597315625,4.931361022,3.315832738,4.406155833,4.442643638,3.193033783,2.276527882,4.202427883,4.838340592,5.096258135,3.632567117,5.385835821,5.33454276,6.130405131,7.228865486,4.594628883,4.116207702,5.113862132,6.049470067,4.991543176,5.276885749,5.721143431,4.910544111,5.174945457,3.727218789,4.616924369,3.118073174,4.857396859,3.391175983,1,1,1,4.486695744,5.3307569,5.16534426,4.512923778,4.274587057,5.089495778,4.216485933,2.417314979,3.539247893,3.849843609,4.18007248,4.912172001,3.960113975,4.980049116,5.506810513,3.664124341,3.984098465,1,2.119921412,3.984297167,4.207438425,2.97813396,6.102662628,5.44023371,4.297404845,6.195442065,3.454684345,4.359679771,3.928187681,5.918844267,4.445400893,3.282033505,3.618566632,4.541747216,4.188602573,4.94827365,6.375271797,4.806571498,4.285648159,5.399908372,4.524953412,4.093821714,5.296775848,4.38305101,4.291455074
"hsa-miR-26b-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.435803298,1,1,1,1,3.03852942,1,1,1.578871185,1,3.235401881,1,4.649586461,1,1,3.448862175,1,2.755634518,3.15166632,1,1,1,1,1,1,1,2.357435177,6.451264059,1,1,1,1,3.505728617,2.435655305,2.328434575,4.538802933,2.893378942,1,3.39927233,1,1,1,1,1,2.844835714,1,3.348252346,3.420442024,4.098391132,4.999507709,2.42246428,1,3.331459492,3.93162236,3.079746795,3.816795841,3.647246192,3.289616569,2.848567093,1,1.671255398,1,3.295537828,1,1,1,1,3.653130258,3.084696156,4.446376582,1,2.812995091,2.56205164,1,1,1,1,1.669740602,2.814206063,1,2.446674948,3.754530738,1,1.452603166,1,1,1,1.776335222,1,3.753307492,3.726191615,1,3.896624534,1,3.261003862,2.154437606,3.525045851,3.083311786,3.216520699,1,2.072334738,1,2.759592057,4.025236529,2.885110701,3.370095004,3.175109138,1,3.08500327,2.686482262,2.129913543,2.745247983
"hsa-miR-27a-3p",3.774451542,1,1,1,1,1,1,1,1,3.195176649,1,3.449129734,1,1,1,1,1,2.738528845,1,1,1,1,1,1,1,4.494940428,1,1,1.843397471,2.948514632,4.785745444,1,6.118451387,1,3.809678348,3.993292687,1.017189094,4.267584561,3.115815545,6.337033278,4.811333947,4.430617414,5.490974628,1.760802308,4.054608095,4.534531558,3.319301732,3.728705212,4.532783993,3.541507612,3.404776899,3.888314102,3.638633039,3.919107211,3.816597386,2.805142606,1,3.519332996,3.361320839,5.055464659,4.27136555,4.817812774,5.606063249,4.998278838,3.35300399,3.022972168,3.416173738,4.135432248,2.642940846,1,4.879523711,3.495366916,2.650883171,5.321837371,4.220190271,5.259261205,6.499517098,4.282984185,2.548786775,4.047392187,5.424575041,4.967095195,3.824634947,5.489123202,3.92020706,4.773970971,3.516518153,4.597311933,3.058730078,3.582031877,1,1,3.739669393,1,3.876997732,5.653395565,4.870769834,4.366937132,3.866761707,4.223853595,3.762729621,2.894371421,4.130040837,3.500373174,3.766662242,4.863212908,3.573333037,4.254153035,5.777448332,4.257991838,3.973483224,1,1.903413811,3.65300042,3.58414799,4.118358162,6.017772692,5.771187046,4.361406284,5.133933995,1,4.09831881,4.124678646,4.87050585,3.991623169,3.521471315,2.774886556,3.29708403,3.466895341,4.627239484,6.212012664,4.860528004,4.110379239,4.540037657,3.921293867,3.591053447,3.818271455,4.231981264,3.881835941
"hsa-miR-28-5p",1,2.445118081,1,1,1,1,1,1,2.338312161,2.957413313,1,2.683151795,1,2.142220793,1,2.576227885,1,1,1,1,1,1,1,1,1,1,3.508118634,2.17191076,2.265820374,2.690742177,2.016085132,1.850529151,4.596407329,1,1,2.609823542,1,1,1,4.558323387,1,1,3.108104634,1,2.485184898,2.404639993,1,1,1,1,1,1,1,1,1.877661154,1,2.693387745,1,1,2.953227984,4.040911991,2.778064019,4.582953261,2.84058895,2.754824948,3.155922328,1.951013972,1.956954277,1,1,3.199478428,1,1,4.23684469,3.486036409,3.567913315,4.2055918,3.086347858,2.857677301,2.813853687,3.456144828,1,1,3.14828282,2.923784511,2.758240309,2.526646609,1,2.161457013,1.413378799,1,1,3.053008635,1,2.635756132,3.078897389,3.49373925,1,2.656441873,1,3.1555385,1,2.286120231,1,2.35547016,3.122454559,1,2.430888991,3.389081472,2.463375143,1.606965041,1,1.667354751,1,1.854000436,5.656158773,3.823317421,3.334336651,3.001696453,3.246892578,1,1.495270392,2.662943904,2.549425087,1,3.211559903,1.992289144,1,1,3.070940767,4.319687606,2.319076051,1.964812065,2.242918447,2.873046149,1,2.790966226,3.399406624,2.937212641
"hsa-miR-29a-3p",3.130862219,1,1,2.109626004,1,3.227546609,1,1,1,1,1,2.759355673,1,1,1.836084634,1,1.679776734,3.631397372,1,1,1,1,1,1,2.772880969,5.024275171,3.102917396,1,2.407467827,2.923916005,3.918851886,1,4.919497645,1,1,3.050690126,1.188848203,1,1,5.548275469,2.274763796,2.736618981,4.560521553,1.265496507,2.007067735,2.192610235,3.405905251,1.730749209,3.065432924,3.40113219,1,1,1,3.16494521,2.384195267,1.345166979,1,3.736993961,1,2.959238968,2.215712192,2.92004222,4.848182066,3.324322303,2.183863561,1,3.168125774,1,1,1,3.854918354,3.504064668,1.88520821,5.270294118,2.629846024,4.202766285,4.965943942,2.944466117,1,3.252431,4.143685977,2.698439941,1,4.160725778,3.15550736,3.553803587,1,2.747980935,2.66405892,2.637335382,3.094441788,1,1,1,1,4.161756706,4.042630214,1,2.881057235,4.075104893,2.481504669,1,2.444415245,2.673120233,1,3.86416752,1,1,4.621152762,1.969295107,2.223798364,1,1,2.813819423,1.751120467,1,4.409968928,3.710410992,1,3.211271497,1,2.962279676,2.621909252,4.224453963,2.651551892,2.539559401,3.20395849,1,1,3.352759984,5.297795458,3.842117012,2.04332578,2.513373632,1,2.440808497,1,2.676081078,1
"hsa-miR-30a-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.372131552,1,1,1,1,1,1,1,4.179664707,1,1,1,1,2.799571647,1,4.187982188,1,2.873782068,3.520475576,1,3.633525139,1,5.316100712,3.548295061,2.785917334,3.673746641,1,2.077028972,2.616325268,1,3.749258717,1,2.359024538,3.37886578,3.038243979,1,2.138369537,1,2.750712184,1,3.021829965,1.922830237,3.696832025,3.436851322,2.982619026,5.104350604,3.612360776,2.215263691,1,1,2.026353846,1,1,3.257314845,3.770897938,1.167715881,5.162056753,3.038709266,4.794693019,4.951667727,1,1,3.267433522,4.483456526,3.289638601,2.783101996,4.432861666,3.027470801,3.020417244,2.70055143,2.50250836,1,3.348942471,1,1,1,1,2.361364826,4.696585408,4.126736406,3.1542481,2.75193558,3.49031892,1,1,1,1,1,3.811585804,1,2.825395498,4.306468814,1,2.779311557,1,2.000726094,1,2.2302107,1,4.356174113,3.543868696,1,3.866590481,1,2.98193133,1,4.847690376,1,1,1,1,1,3.248655865,5.293615266,3.6474907,1,3.35704289,2.658337596,2.826924107,1,3.211356545,1
"hsa-miR-30a-3p",1,1,1,1,1,1,1,1,2.603048142,1,1,1,1,1.972666373,1,1.526521336,2.01416804,1,1,1,1,2.535536547,1,1,1,1,3.557463497,1,2.286761756,2.534945746,1,1,1,1,1,0.892972391,1.74178997,1,1,2.690450955,1,1,1,1,2.700091432,1,1,1,1,1,1,1,1,1,1,1,1,2.544013354,1,1,1,1,2.305745711,1,2.879600174,1,1,1,1,1,1,1,3.259887002,3.084312745,2.467754822,2.664405584,2.355163036,1,1,1,2.416196059,2.970675576,2.832925583,1,2.144574391,1.509674647,1,1,1,1,2.817495115,1,1,1,3.10590809,1,1,1,1,1,1,1,1,1,1,1,1,1,2.926540328,1,1,1,1.971561824,1,1,1,1,1,1,1,1,1,1,1,1,2.747657258,1,1,1,2.740832457,2.653296777,1,1,1,1,1,2.271797806,2.33085795,1
"hsa-miR-31-5p",1,1.924371735,1.891746964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.533426132,1,1,1,2.527312475,1,1,1,1,1,1,1,1,1,1,2.949256452,1,1,2.61843018,1,1,1,1,1,1,1,1,2.958203294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.282198594,1,1,2.257167706,2.210059794,1,1,1,2.031284378,2.943214774,1,1,1,1.653713172,1,1,1.934451709,1,1,3.651322691,1,1,2.743018007,1,1,1,2.128717645,1,2.232270972,1,2.390372138,1,2.336017917,2.676996922,1,1,3.245679411,2.015401403,2.004034141,1,1,1,1,2.108372624,2.616527593,1,1,1,1,1.891309457,1,1,1,1,1,1,1,2.590278723,2.796747318,1,1,2.884184589,1,1,1,2.719136664,1
"hsa-miR-32-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.124432197,1,1,1,1,1,1,1,1,1,2.065460756,1,1,2.475931526,3.051773558,1,1,1.554461316,1.36232933,1,1,2.301650708,1,1,1.185048363,1,1,1,1,1,1,1,2.482030955,1,1,1,1,1,1,1,1,3.12487905,1,1,1,1,1.94498541,1,1,1,1,1,2.358490976,1,1,1,2.599035734,1,1,1,1,1,1,1.282226869,1,2.07462851,1,1,1,1,3.68064302,1,1,1,1,1,1,1.894088553,1,1,1,1,1,1,3.609332893,1,1,1.366907428,1,1,1,1,1,1,1,1,1,1,1,1,2.87673987,2.325878167,1,1,3.1983323,1,1,1,2.054191852,1,1,1,1,1,2.586187109,1,1,2.439590826
"hsa-miR-33a-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.859206864,1,1,1,1,1,1,1,1,1,1,1,1,2.692107742,0.580082918,1,1,1.899604636,2.70834982,1,1,1,2.039259257,1,1.692237549,1,1,1,2.260066818,1,1,1,2.080726215,1,1,1,1,2.203718825,1,1.002243929,1,2.276025964,1,1,1,1,1,1,1,1,1,1,1,1.248782753,1,1,1,1,1,2.769650946,1,1,1,1.448191584,1,1,1,1,1,1,1,1,1,2.634718599,1,1,1,2.586193035,1,1.799171184,1,1,1,1,1,1.882529846,1,1,1,1.402353635,1,1.944453935,1,1.90978731,1,1,1,1,1,1,2.424343775,1,1,1,1,1,1,1,1,1,2.474255701,1,1,1,1,2.497924628,2.430599607,1
"hsa-miR-92a-3p",6.69660174,5.327851424,3.727508384,6.998803262,8.081969609,6.654936068,6.636728967,5.551898163,6.399600821,6.170275267,8.137578158,8.324082219,5.833750751,6.359828601,5.414685078,5.412283185,5.048625352,7.939649604,6.210375453,5.532438285,3.463080342,5.183222903,6.256190412,6.88864649,7.810256894,8.254904389,8.938033086,6.346206407,7.170715023,9.009453727,8.017078743,5.582513141,8.374189986,5.869720562,6.693719329,7.895715429,5.494641235,7.542626873,6.387053007,9.105311823,7.494606936,7.156393291,8.044016699,5.878424716,5.63012862,6.955680629,4.516525864,9.071909696,6.474515885,6.490799635,7.427120994,7.55927431,6.420976937,6.54207733,6.371881487,6.994050156,6.761444937,7.428344916,6.271631168,7.539103491,6.766474236,8.007871778,10.20295018,7.879765827,7.671986012,6.443871453,7.726462486,5.875557471,6.416078898,6.545645667,7.461480185,7.261573913,6.559425709,8.794882385,7.342211118,7.854482958,9.102716723,6.514197792,8.24136635,7.429489868,8.563539492,7.859791761,7.090552495,8.786965047,6.989202737,7.226522163,6.62770512,7.628441429,5.408239013,7.300821501,5.63205467,6.688000332,6.51760077,1,5.971731046,7.923171933,8.063678036,6.52316944,6.61041376,7.260613636,7.160195648,6.315286539,6.911594291,5.745781772,6.713298591,7.617629332,6.610430855,8.042835342,8.034979039,7.118485841,6.044189563,6.028687287,5.935291086,7.150211525,6.629688533,6.322738863,8.088359898,8.202296513,7.192665693,7.402205837,6.49599979,8.207644105,6.087156759,10.36589312,6.432097125,4.416736343,5.764945879,7.996884748,6.326038073,7.49947955,9.015696604,8.164159962,6.341130254,7.560830469,7.605943979,6.591631178,6.903490747,6.881994443,7.175139929
"hsa-miR-93-5p",2.161849694,1,1,2.314080167,4.672441692,3.229670719,2.501840072,1,1,3.220871896,3.400226291,4.464579914,1,1,1,3.127417272,2.879710405,4.472265913,1,1,1,1,1,1,3.440548426,5.488666899,5.676942239,1,3.032719441,4.393781748,3.729703938,1.807961276,5.063559545,1,3.413305248,3.720126982,1,2.390054327,2.385425331,5.486105716,3.068137998,2.412511158,4.790487927,2.591343196,2.227539319,3.081960474,1,3.977641819,1,2.308620563,1,1,1,2.611740138,2.135498862,2.773726533,2.542315302,2.500089068,1,3.339286066,3.713940477,4.007726515,5.457007117,3.392426125,3.324834984,3.461860689,3.4330036,4.093520274,1,3.621548199,3.642915727,3.619076401,3.023794946,4.285438816,2.548759736,4.81357171,5.879220282,1,3.826315807,4.261395515,4.774658463,4.452085455,3.241728647,4.952177716,3.465347768,3.643751985,2.810935435,4.604099096,1,4.176449123,3.13754776,4.365676372,6.221482899,0,2.473541594,4.202735221,3.927689008,3.484874354,2.048954506,3.725608985,3.297653846,1,2.775557732,2.413307121,1,4.292388414,2.814531078,4.994261961,5.191978731,3.387882019,3.278886769,1,0.892564851,3.603627097,1,2.832008773,4.022272918,4.527555293,1,4.266135532,1,3.92488753,2.150710653,6.024062306,3.208199028,2.816327763,4.447568684,3.907368561,1,3.936254174,5.900993792,3.799815034,2.371894895,4.122677647,1,1,4.120316395,3.519203898,2.942287691
"hsa-miR-95-3p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.111394,1,1,1,1.311281347,1,1,1,0.426208209,1,1,1,1,1,1,1,1,1,3.626646239,1,1,1,1,1,1,1,1,1,1,1,1,1,1.981481096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.890238883,1,1,1,1,2.00728145,1,1,4.185882729,8.046832668,1,1,2.11395837,1,1.555874467,1,1,1,1,1,1,1,1,3.052932814,1,1,1,1,0.80385744,1,1.987918196,1,1,1,1,1,1,1,1,1,1,1,4.445106447,1,1,1,1,1,1,1,1,1,1,1,2.577257326
"hsa-miR-96-5p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.903069708,1,1,1,1,1,1,1,1,1,1,1,1,1,1.60675166,1,1,1,1,1,1,1,0.652230707,1,1,1,2.105313783,1,1,1,1,1,2.599509426,1,1,1,1,1,1,1,1,1,1,1,1,1,1.497352201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.810485675,4.515487103,7.994699045,2.695269278,1,2.730760728,1,1.533872701,1,1,1,1,1,1,2.607015639,1,4.204864231,2.168033511,1,1.69148399,1,1,1,1.638287039,1,1,1,1,1,1,1,1,0.874452724,1,1,0,1,1,2.900920185,1,3.274699001,1,1,1,1,1,1,2.398882389
"hsa-miR-98-5p",1,1,1.741421251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.394739986,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.100937348,1,2.286581491,1,1,1,1,1,1,1,2.240126894,1,1,1,3.455388555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.417859939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.913646826,1,1,1,1,1,1,1,1,1,1,1,1.937299817,1,1,1,1,1,1,1,2.969041112,1,1,1,1,1,1,1,1
"hsa-miR-99a-5p",1,1,1,1,1,1,1,1,2.643624763,2.803104602,1,3.888875784,1,1,1,1,2.641260159,1,1,1,1,1.872640655,1,1,1,3.82623139,1,1,1,2.438105626,2.215748478,2.204607868,3.799363589,1,1.951437413,2.825780371,1,2.352405434,1.835077337,5.248731535,2.894504264,2.545721352,3.096262612,1,2.286435854,2.683284395,1,1,1,1,1,3.325185986,1,2.389409043,1,1,1,4.053401454,3.517188079,1,3.386463633,3.169489349,3.923902143,3.205630727,1,2.899496688,2.355956652,2.718025059,1,1,3.154647392,3.200101883,1.156400069,5.314059992,2.532429012,3.927748243,3.959701496,1.78483492,1,3.120411886,3.549047483,3.239266405,2.033378479,2.671333157,2.177785473,3.119246463,2.191442737,2.603551852,2.236969305,2.109257076,1,1,1,1,2.57405366,3.210007254,3.767024585,1,3.084050626,2.729271273,2.721585566,1,1,2.672960982,2.325045514,3.154213123,2.174408549,2.316874148,4.465381597,1,2.990232001,1,2.410319032,1,2.295705101,2.426591684,4.541309594,3.525299733,1,2.383295788,1,2.277124178,2.696020233,3.12403783,1,3.115603808,2.34083056,1,1,3.417384072,4.603436406,3.120907001,1,1,1,2.406819948,1,3.544758555,1
"hsa-miR-100-5p",1,1,1,2.860873831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.747489019,1,1.920633319,1,2.550579264,1,1,3.521972485,1,1,2.492218832,1,1,1,5.586598055,1,1.748392603,2.895674785,1,2.236463535,2.68873185,1,1,1,1,1,1,1,1,1,1,1,4.175918434,1,3.425238802,2.944526432,3.107592412,3.761076142,2.805827158,1,1,2.081441837,1,1,1,4.149616756,3.720719617,0.727567922,5.587774957,3.511187966,3.773316527,4.169983229,2.087682567,1,3.219102729,3.694625833,3.324661911,2.482093359,3.576007086,2.630080642,3.599191513,1,2.452298159,1,2.283504456,1,1,1,1,2.367231403,3.844531582,4.19400584,1,2.935473483,2.787229963,2.010509651,1,1,1,2.518345747,2.983607656,1,1,4.004152586,1,2.948415765,1,1,1,2.489380572,1,4.891927305,3.621229791,1,3.695430262,1,2.514007303,1,2.702498528,1,2.296491523,1.936017105,1,1,2.968844137,5.218272816,2.309345695,2.902135628,1,1,2.9721302,3.357050211,3.258518548,2.396180181
"hsa-miR-101-3p",1,1,1,2.03557359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.870477697,1,1,1,1.624604171,1,1,1,1,1,1,1,2.114260513,1,1,1,1,1,1,1,1,1,1,1.987165005,1,2.127044252,2.450738996,3.89934972,1,1,1,1,1,1,1,1,1,1.005078954,1,3.217636372,1,2.792439451,1,1,2.906448165,1.911351814,1,1,2.887763426,2.471183818,1.57239163,1,1,1,2.154051546,1,1,1,1,1,1,2.508621506,1,2.643181043,1,1,1,1,2.185851748,1,1,1,1,1.908491291,1,2.639194108,1,1,1,1,1,1,1,1,1,1,2.196352357,1,3.545844537,1,1,1.881346682,1,1,1,1,1,1,1,1,1,1,1,2.40575729
"hsa-miR-29b-3p",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.902011881,2.514851736,1,1,1,2.921641409,1,3.223003402,3.296116872,2.071437191,1,2.968001391,3.671908878,2.354309407,1.618270219,3.614525344,2.654603341,3.169797077,3.395527646,1,1,1,2.257434813,1,1,1,2.343344428,1.81386504,1,1,3.725055686,2.679551186,3.082662571,3.006521398,3.436761327,4.072255595,3.03296059,1.209012431,2.991170674,3.292830452,2.069761218,1,1,2.399596637,1,2.121963067,3.057106699,3.208835812,3.858924458,4.017765207,3.035566083,2.403644574,3.471891508,3.910717794,3.538185807,2.69131432,3.08181965,2.686687197,2.728175689,2.798320429,3.100406706,2.042960622,3.415846602,1,3.664799675,1,1,3.710025308,3.121911252,2.557993439,3.072402858,3.095259755,2.41396202,2.052022589,2.873081496,3.13085113,2.394967714,1,3.910152973,2.880933429,2.163188262,3.963989241,2.130203904,3.678119543,1,1.405154083,2.498737557,2.02763428,3.303144239,3.360809402,3.13633094,1,3.88974283,1.999840333,2.321617257,3.145482257,3.932306184,1,3.063193863,2.633485848,1,1,3.740136649,4.293809843,3.687153467,2.668623049,2.753309614,1,1,1,3.717325747,1
"hsa-miR-103a-3p",4.27980104,1,1,2.727488344,2.883609282,3.148012133,1,1,1,3.664873688,3.617067244,5.185458127,1,2.204898027,1,2.897915623,1,4.432205157,1,1,1,1.917283373,1,2.832846007,4.335357481,5.753301483,5.529129437,2.574167443,3.849218289,6.200039953,5.874805325,2.214506986,7.675154537,3.608982809,5.508415589,6.125804491,3.563015644,6.158003685,5.124420341,8.110398588,6.541824433,5.978027141,7.091395731,4.098662968,4.757539408,6.158308509,3.708014478,7.242279486,4.545369314,4.341258146,4.905618652,4.892773144,4.498507764,5.017427166,4.187985934,5.170888921,1,5.148241563,4.79579316,6.651793993,5.837886395,6.921644475,8.681815257,6.495242781,5.653561958,4.998258533,5.75379336,3.473936606,4.622129142,4.552898661,6.238314012,5.993138818,4.905636798,7.378452203,6.358255346,7.045701052,8.279748718,5.904077926,5.819573542,6.339844986,7.408823803,6.656059682,5.729944705,7.584046021,5.800193725,6.386605547,5.160583966,6.254839797,4.836585023,6.165465066,4.146436898,5.143903684,4.646791174,1,5.308854358,7.035598706,6.971655398,5.959851046,5.617994265,5.945024815,5.907909652,5.099171692,6.119053076,4.977499303,5.642219472,6.779130615,5.548771447,6.629329821,7.288248205,5.93570799,4.934698769,1,4.129051563,5.396801191,5.605228812,4.790952737,7.672912651,7.620761125,5.894372536,6.715177932,4.782998803,6.311682203,5.310483571,8.108994633,5.134719478,3.650458547,4.964593859,6.547805482,5.368490694,6.329788991,8.061203079,6.83443945,5.636427226,6.335112518,6.196217143,5.748805312,5.973883661,5.894897522,6.111332562
